This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"110492","BEARDSTOWN",-90.4381,40.0178,131,"COOP","110492"
"471131","BRULE R S",-91.5919,46.5378,305,"COOP","471131"
"250525","BARTLETT 4 S",-98.5494,41.8278,652,"COOP","250525"
"415243","LIPAN",-98.0442,32.5108,283,"COOP","415243"
"414525","JACKSONVILLE",-95.2736,31.9622,171,"COOP","414525"
"210852","BLUE EARTH",-94.1000,43.6542,325,"COOP","210852"
"411013","BRACKETTVILL",-100.4744,29.6081,511,"COOP","411013"
"24024","PHILIP AIRPO",-101.6011,44.0511,672,"WBAN","24024"
"349445","WEBBERS FALL",-95.2039,35.4814,168,"COOP","349445"
"168139","ST GABRIEL",-91.1000,30.2719,9,"COOP","168139"
"054388","JOHN MARTIN",-102.9297,38.0633,1163,"COOP","054388"
"224842","LAKE CORMORA",-90.2119,34.9044,62,"COOP","224842"
"471308","CEDAR FALLS",-91.8925,44.9383,254,"COOP","471308"
"250355","ARNOLD",-100.1931,41.4242,838,"COOP","250355"
"24015","AKRON WASHIN",-103.2317,40.1717,1421,"WBAN","24015"
"142478","ELMO 1 SW",-97.2333,38.6833,399,"COOP","142478"
"032946","GREEN FOREST",-93.4278,36.3392,415,"COOP","032946"
"390296","ARMOUR",-98.3486,43.3131,460,"COOP","390296"
"320766","BEULAH 1 W",-101.7906,47.2622,544,"COOP","320766"
"MN-MY-994","MN-MY-994",-95.9339,43.9429,-9999,"MN","MN-MY-994"
"416644","OLTON",-102.1419,34.1814,1100,"COOP","416644"
"417066","PITTSBURG 5",-94.9397,32.9258,105,"COOP","417066"
"413080","FARMERSVILLE",-96.3667,33.1667,192,"COOP","413080"
"168181","ST MARTINVIL",-91.8694,30.0858,9,"COOP","168181"
"140865","BISON 3NW",-99.2350,38.5636,622,"COOP","140865"
"411398","CAMP WOOD",-100.0175,29.6797,448,"COOP","411398"
"054413","JULESBURG",-102.2706,40.9867,1057,"COOP","054413"
"035018","MOUNTAINBURG",-94.1542,35.6494,242,"COOP","035018"
"346386","NORMAN",-97.4608,35.2364,359,"COOP","346386"
"253485","GUIDE ROCK",-98.3331,40.0692,498,"COOP","253485"
"117077","QUINCY DAM 2",-91.4281,39.9058,147,"COOP","117077"
"4015800","OXBOW",-102.1167,49.3167,572,"EC","4015800"
"5012321","PORTAGE LA P",-98.2667,49.9500,259,"EC","5012321"
"212768","FERGUS FALLS",-96.1172,46.2919,381,"COOP","212768"
"342818","EL RENO 1 N",-97.9553,35.5481,401,"COOP","342818"
"218477","VADNAIS LAKE",-93.1042,45.0589,271,"COOP","218477"
"222094","CRYSTAL SPRI",-90.3667,31.9667,148,"COOP","222094"
"057866","SPRINGFIELD",-102.7428,37.3694,1409,"COOP","057866"
"257415","RUSHVILLE",-102.4522,42.7167,1146,"COOP","257415"
"471280","CASHTON",-90.7783,43.7447,418,"COOP","471280"
"414093","HENRIETTA",-98.2003,33.8128,283,"COOP","414093"
"MN-CY-990","MN-CY-990",-96.8080,47.0135,-9999,"MN","MN-CY-990"
"237780","SILOAM SPRIN",-92.0694,36.8144,360,"COOP","237780"
"258755","VALENTINE NW",-100.6931,42.5711,893,"COOP","258755"
"MN-SR-990","MN-SR-990",-94.2503,45.5085,-9999,"MN","MN-SR-990"
"325220","LISBON",-97.6822,46.4522,336,"COOP","325220"
"167344","PLAIN DEALIN",-93.6989,32.9050,88,"COOP","167344"
"5022171","PINEY",-96.0167,49.0333,326,"EC","5022171"
"340332","ARNETT",-99.7639,36.1350,745,"COOP","340332"
"326155","MOTT",-102.3164,46.3719,735,"COOP","326155"
"340364","ASHLAND",-96.0667,34.7833,233,"COOP","340364"
"4011250","CARNDUFF",-101.7500,49.2167,515,"EC","4011250"
"419125","TRENTON",-96.3333,33.3833,205,"COOP","419125"
"164407","HOUMA",-90.7303,29.5858,5,"COOP","164407"
"212142","DETROIT LAKE",-95.8542,46.8333,419,"COOP","212142"
"218808","WELLS",-93.7333,43.7333,365,"COOP","218808"
"417633","RISING STAR",-98.9658,32.0817,498,"COOP","417633"
"12926","CORPUS CHRIS",-97.2833,27.6833,6,"WBAN","12926"
"032544","FOREMAN",-94.3814,33.7164,122,"COOP","032544"
"134502","KNOXVILLE",-93.1117,41.3336,280,"COOP","134502"
"213076","GAYLORD",-94.2206,44.5564,310,"COOP","213076"
"415904","MIDWAY 4 NE",-95.7150,31.0706,72,"COOP","415904"
"322536","EDMUNDS ARRO",-98.8578,47.2653,445,"COOP","322536"
"93010","LIMON",-103.7158,39.1894,1695,"WBAN","93010"
"347214","PONTOTOC",-96.6275,34.4997,312,"COOP","347214"
"418631","STERLING CIT",-100.8786,31.9186,795,"COOP","418631"
"410569","BAY CITY WAT",-95.9656,28.9944,16,"COOP","410569"
"136151","OAKLAND",-95.3900,41.3136,357,"COOP","136151"
"416734","OZONA 1 SSW",-101.2097,30.6908,713,"COOP","416734"
"233369","GRANT CITY",-94.4550,40.5439,344,"COOP","233369"
"413005","EVANT 1 SSW",-98.1619,31.4625,379,"COOP","413005"
"163979","HACKBERRY 8",-93.4031,29.8889,2,"COOP","163979"
"414670","JUNCTION 4 S",-99.8044,30.4453,532,"COOP","414670"
"345768","MEDFORD",-97.7347,36.8053,331,"COOP","345768"
"115280","MACOMB",-90.6689,40.4781,186,"COOP","115280"
"340256","ANTLERS",-95.6150,34.2208,152,"COOP","340256"
"410509","BANKERSMITH",-98.8200,30.1411,533,"COOP","410509"
"340567","BATTIEST",-94.8981,34.3850,251,"COOP","340567"
"414343","HUCKABAY",-98.3000,32.3333,431,"COOP","414343"
"346678","OKTAHA 2 NE",-95.4633,35.6092,198,"COOP","346678"
"5021965","MORRIS 2",-97.4833,49.4333,238,"EC","5021965"
"411970","COOPER",-95.6833,33.3667,146,"COOP","411970"
"415192","LEWISVILLE D",-97.0100,33.0689,169,"COOP","415192"
"035514","OZONE",-93.4436,35.6431,579,"COOP","035514"
"142459","ELLSWORTH",-98.2267,38.7278,466,"COOP","142459"
"347534","REGNIER",-102.6314,36.9425,1225,"COOP","347534"
"217107","ROSEMOUNT AG",-93.0975,44.7178,290,"COOP","217107"
"MN-RM-002","MN-RM-002",-93.0067,45.0267,-9999,"MN","MN-RM-002"
"231482","CENTRALIA",-92.1419,39.1678,272,"COOP","231482"
"415875","MIAMI",-100.6436,35.7000,840,"COOP","415875"
"253710","HAY SPRINGS",-102.6928,42.6828,1175,"COOP","253710"
"325078","LEEDS",-99.4317,48.2881,466,"COOP","325078"
"344235","HOLDENVILLE",-96.3706,35.0564,261,"COOP","344235"
"410268","ANSON",-99.8942,32.7669,521,"COOP","410268"
"238712","WARRENSBURG",-93.8008,38.7842,243,"COOP","238712"
"342039","COLONY",-98.6756,35.3500,460,"COOP","342039"
"415229","LINDEN",-94.3675,33.0161,126,"COOP","415229"
"MN-CS-995","MN-CS-995",-94.6188,47.3739,-9999,"MN","MN-CS-995"
"215482","MINNEOTA",-95.9961,44.5622,357,"COOP","215482"
"414960","LAKE ABILENE",-99.8906,32.2311,632,"COOP","414960"
"033704","JESSIEVILLE",-93.0572,34.7011,220,"COOP","033704"
"213417","GUNFLINT LAK",-90.8772,48.1603,443,"COOP","213417"
"036376","SAINT CHARLE",-91.1272,34.3767,61,"COOP","036376"
"414696","KARNES CITY",-97.8756,28.9069,137,"COOP","414696"
"415742","MEDINA 1NE",-99.2503,29.8097,434,"COOP","415742"
"419559","WELDER W'LIF",-97.4178,28.1136,15,"COOP","419559"
"030800","BLUFF CITY 3",-93.1644,33.6919,110,"COOP","030800"
"131742","CONRAD",-92.8714,42.2244,320,"COOP","131742"
"417706","ROCKSPRINGS",-100.2067,30.0039,730,"COOP","417706"
"034666","MARSHALL",-92.6394,35.9156,309,"COOP","034666"
"322949","FESSENDEN",-99.6219,47.6456,488,"COOP","322949"
"410204","ALVIN",-95.2336,29.3653,9,"COOP","410204"
"417744","ROSEBUD",-96.9689,31.0803,123,"COOP","417744"
"034060","LANGLEY",-93.8153,34.2647,250,"COOP","034060"
"252741","ENDERS LAKE",-101.5147,40.4181,938,"COOP","252741"
"141435","CHAPMAN",-97.0339,38.9725,369,"COOP","141435"
"392087","CUSTER",-103.6119,43.7744,1670,"COOP","392087"
"397882","SPEARFISH",-103.8722,44.5139,1109,"COOP","397882"
"320626","BELCOURT KEY",-99.7508,48.8411,597,"COOP","320626"
"415869","MEXIA",-96.4833,31.6833,163,"COOP","415869"
"396170","OAHE DAM",-100.4175,44.4419,506,"COOP","396170"
"163867","GREENWELL SP",-90.9856,30.5589,18,"COOP","163867"
"344573","JEFFERSON",-97.7911,36.7222,319,"COOP","344573"
"250520","BARNESTON",-96.5747,40.0489,366,"COOP","250520"
"161535","CARENCRO",-92.0483,30.3161,15,"COOP","161535"
"410408","ATLANTA",-94.1661,33.1244,96,"COOP","410408"
"410144","ALICE",-98.0675,27.7286,61,"COOP","410144"
"415954","MINEOLA",-95.4800,32.6781,134,"COOP","415954"
"418221","SEYMOUR",-99.2694,33.5969,392,"COOP","418221"
"168785","STERLINGTON",-92.0817,32.7031,18,"COOP","168785"
"324646","KENMARE 1 WS",-102.0975,48.6692,552,"COOP","324646"
"217377","ST PAUL",-93.0300,44.9461,274,"COOP","217377"
"5012960","VIRDEN",-100.9500,49.8333,445,"EC","5012960"
"5022780","STEINBACH",-96.7667,49.5333,254,"EC","5022780"
"218037","STILLWATER 1",-92.7975,45.0417,216,"COOP","218037"
"414321","HOUSTON HEIG",-95.4261,29.7914,20,"COOP","414321"
"237475","ST PETERS 2",-90.6106,38.7556,169,"COOP","237475"
"MN-CV-991","MN-CV-991",-93.7981,44.8842,-9999,"MN","MN-CV-991"
"236775","POLO",-94.0408,39.5361,304,"COOP","236775"
"419068","TOLEDO BEND",-93.5653,31.1750,58,"COOP","419068"
"342242","CRESCENT 1SE",-97.5842,35.9419,337,"COOP","342242"
"345118","LENAPAH",-95.6353,36.8472,226,"COOP","345118"
"320729","BERTHOLD",-101.7328,48.3139,634,"COOP","320729"
"343871","HAMMON 3 SSW",-99.3953,35.5850,555,"COOP","343871"
"414517","JACKSBORO",-98.1453,33.2383,314,"COOP","414517"
"032444","FAYETTEVILLE",-94.1744,36.1006,387,"COOP","032444"
"216228","ORWELL DAM",-96.1783,46.2147,329,"COOP","216228"
"325575","MARMARTH",-103.9214,46.2911,826,"COOP","325575"
"348285","SMITHVILLE",-94.6128,34.4831,251,"COOP","348285"
"216276","OTTERTAIL",-95.5464,46.4314,416,"COOP","216276"
"470603","BAYFIELD 6 N",-90.8167,46.8833,250,"COOP","470603"
"117391","ROCK ISLAND",-90.5644,41.5194,173,"COOP","117391"
"221389","CANTON 4N",-90.0361,32.6714,76,"COOP","221389"
"MN-KC-986","MN-KC-986",-93.8095,48.2019,-9999,"MN","MN-KC-986"
"255960","NIOBRARA",-98.0286,42.7469,421,"COOP","255960"
"413972","HART",-102.0903,34.3653,1109,"COOP","413972"
"035046","MOUNTAIN VIE",-92.1042,35.9147,238,"COOP","035046"
"322365","DUNN CENTER",-102.6550,47.3450,680,"COOP","322365"
"393608","HARROLD 12 S",-99.8058,44.3714,517,"COOP","393608"
"398911","WASTA",-102.4333,44.0650,707,"COOP","398911"
"329515","WISHEK",-99.5617,46.2433,608,"COOP","329515"
"344289","HOMINY",-96.3911,36.4136,239,"COOP","344289"
"419122","TRENT",-100.1197,32.4906,582,"COOP","419122"
"345108","LEHIGH 4 SW",-96.2717,34.4339,212,"COOP","345108"
"410923","BONHAM 3 NNE",-96.1678,33.6397,183,"COOP","410923"
"324013","HARVEY",-99.9192,47.7725,488,"COOP","324013"
"346485","NOWATA",-95.6436,36.6917,216,"COOP","346485"
"410690","BENAVIDES 2",-98.4161,27.5969,116,"COOP","410690"
"410950","BOQUILLAS RA",-102.9622,29.1853,566,"COOP","410950"
"225704","MEADVILLE",-90.8850,31.4664,105,"COOP","225704"
"393316","GLAD VALLEY",-101.8100,45.4178,762,"COOP","393316"
"416448","NORTHINGTON",-98.6581,29.8642,465,"COOP","416448"
"418566","SPUR",-100.8761,33.4792,700,"COOP","418566"
"148914","WILMORE 16SE",-99.0561,37.1317,518,"COOP","148914"
"058008","STRATTON",-102.5969,39.3053,1342,"COOP","058008"
"112679","EDWARDSVILLE",-90.0031,38.8100,152,"COOP","112679"
"258255","STRATTON",-101.2286,40.1519,862,"COOP","258255"
"130910","BRIGHTON 3 N",-91.8119,41.2181,186,"COOP","130910"
"212916","FOSSTON 1 E",-95.7244,47.5636,399,"COOP","212916"
"258090","SPRINGVIEW",-99.7467,42.8222,761,"COOP","258090"
"394037","HOWARD",-97.5242,44.0122,475,"COOP","394037"
"395536","MILBANK 2 SS",-96.6361,45.2061,348,"COOP","395536"
"419976","ZAPATA 1 S",-99.2536,26.8706,98,"COOP","419976"
"211227","CAMBRIDGE ME",-93.2422,45.5678,293,"COOP","211227"
"217460","SANDY LAKE D",-93.3211,46.7953,376,"COOP","217460"
"234019","HOUSTON 1 NE",-91.9483,37.3411,394,"COOP","234019"
"345779","MEEKER 5 W",-96.9767,35.5050,282,"COOP","345779"
"412458","DILLEY",-99.1744,28.6722,168,"COOP","412458"
"413047","FAIRFIELD 3",-96.2078,31.7322,132,"COOP","413047"
"113335","GALVA",-90.0306,41.1856,247,"COOP","113335"
"223605","GREENVILLE",-91.0600,33.3592,38,"COOP","223605"
"236269","ODESSA 4 SE",-93.8261,38.9525,243,"COOP","236269"
"256970","PURDUM",-100.2472,42.0650,820,"COOP","256970"
"325210","LINTON",-100.2306,46.2667,515,"COOP","325210"
"347579","REYDON 2SSE",-99.9106,35.6256,727,"COOP","347579"
"413846","HAGANSPORT",-95.2486,33.3361,110,"COOP","413846"
"414020","HAWKINS",-95.2042,32.5783,102,"COOP","414020"
"323217","FOXHOLM 7 N",-101.5697,48.4583,511,"COOP","323217"
"329575","WOODWORTH",-99.3011,47.1433,613,"COOP","329575"
"417074","PLAINS",-102.8281,33.1869,1120,"COOP","417074"
"5021205","GREEN RIDGE",-96.9833,49.1667,252,"EC","5021205"
"211390","CEDAR",-93.2844,45.3222,276,"COOP","211390"
"055934","NEW RAYMER 2",-103.8678,40.9319,1579,"COOP","055934"
"472240","DRUMMOND",-91.2667,46.3333,408,"COOP","472240"
"055922","NEW RAYMER",-103.8461,40.6089,1458,"COOP","055922"
"142519","EMMETT",-96.0567,39.3069,314,"COOP","142519"
"210981","BRICELYN",-93.8481,43.5514,357,"COOP","210981"
"238577","VANDALIA",-91.4833,39.3167,233,"COOP","238577"
"256880","POTTER",-103.3206,41.2183,1350,"COOP","256880"
"415766","MC KINNEY 3",-96.6167,33.1667,181,"COOP","415766"
"6025203","MINE CENTRE",-92.6167,48.7667,343,"EC","6025203"
"137713","SIOUX CITY P",-96.4033,42.5269,366,"COOP","137713"
"231141","BURLINGTON J",-95.0894,40.4450,293,"COOP","231141"
"257246","ROCA",-96.6589,40.6558,384,"COOP","257246"
"341711","CHECOTAH",-95.5219,35.4722,194,"COOP","341711"
"344258","HOLLOW",-95.2867,36.8806,277,"COOP","344258"
"13971","HARRISON BOO",-93.1567,36.2667,419,"WBAN","13971"
"031442","CLARENDON",-91.2983,34.6928,55,"COOP","031442"
"147313","SEDGWICK",-97.4381,37.9150,419,"COOP","147313"
"218700","WASKISH 4NE",-94.3939,48.2064,366,"COOP","218700"
"250130","ALLIANCE 1 W",-102.8967,42.1103,1217,"COOP","250130"
"341909","CLINTON",-98.9772,35.5014,479,"COOP","341909"
"347403","RANDLETT 8 E",-98.3186,34.1736,291,"COOP","347403"
"413401","FUNK RANCH",-100.7978,31.4775,631,"COOP","413401"
"415667","MAUD",-94.3431,33.3331,93,"COOP","415667"
"035498","OWENSVILLE",-92.7742,34.6133,118,"COOP","035498"
"036768","SPARKMAN",-92.8267,33.9153,52,"COOP","036768"
"141029","BREWSTER 4W",-101.4467,39.3686,1048,"COOP","141029"
"214438","LAKE CITY",-92.2786,44.4308,216,"COOP","214438"
"225897","MINTER CITY",-90.2103,33.7589,44,"COOP","225897"
"238754","WASOLA",-92.5711,36.7922,393,"COOP","238754"
"411492","CARTA VALLEY",-100.6744,29.7908,564,"COOP","411492"
"412906","ENCINAL",-99.3508,28.0239,177,"COOP","412906"
"416331","NEWPORT 1 SW",-98.0253,33.4561,323,"COOP","416331"
"417586","RICHARDS",-95.8458,30.5381,96,"COOP","417586"
"418996","THOMPSONS 3",-95.6314,29.4822,21,"COOP","418996"
"5020913","FANNYSTELLE",-97.8667,49.8000,244,"EC","5020913"
"5021480","KILLARNEY",-99.6500,49.1833,496,"EC","5021480"
"5022770","STARBUCK",-97.6167,49.7333,238,"EC","5022770"
"033088","HAMBURG",-91.7939,33.2278,55,"COOP","033088"
"053038","FT MORGAN",-103.8156,40.2600,1329,"COOP","053038"
"143037","GENESEO",-98.1611,38.5375,533,"COOP","143037"
"144357","KIRWIN DAM",-99.1228,39.6619,517,"COOP","144357"
"145483","MORLAND 2N",-100.0719,39.3769,730,"COOP","145483"
"214233","KELLIHER",-94.4553,47.9422,411,"COOP","214233"
"231383","CASSVILLE RA",-93.8578,36.6728,408,"COOP","231383"
"232474","EDGERTON",-94.6328,39.5075,256,"COOP","232474"
"238725","WARRENTON 1",-91.1386,38.8350,252,"COOP","238725"
"239032","WINDSOR",-93.5242,38.5319,256,"COOP","239032"
"321052","BREIEN",-100.9408,46.3797,524,"COOP","321052"
"324102","HEBRON",-102.0478,46.9028,661,"COOP","324102"
"347309","PRYOR",-95.3297,36.3092,191,"COOP","347309"
"390778","BONESTEEL",-98.9508,43.0778,605,"COOP","390778"
"412352","DEKALB",-94.6381,33.6347,122,"COOP","412352"
"412818","ELECTRA",-98.9117,34.0308,371,"COOP","412818"
"413680","GRANDFALLS 3",-102.8219,31.3028,739,"COOP","413680"
"414577","JEFFERSON",-94.3347,32.7706,61,"COOP","414577"
"417232","PRADE RANCH",-99.7747,29.9161,625,"COOP","417232"
"418354","SINTON",-97.5764,28.0694,16,"COOP","418354"
"12944","GALVESTON",-94.8000,29.3000,2,"WBAN","12944"
"030136","ALY",-93.4667,34.8000,274,"COOP","030136"
"030188","APLIN 1 W",-93.0000,34.9667,122,"COOP","030188"
"030534","BEECH GROVE",-90.6333,36.1833,92,"COOP","030534"
"030676","BIG LAKE OUT",-90.1333,35.8500,70,"COOP","030676"
"030830","BOONEVILLE 3",-93.9167,35.1500,156,"COOP","030830"
"030848","BOUGHTON",-93.3333,33.8667,76,"COOP","030848"
"031010","BUFFALO TOWE",-93.5000,35.8667,786,"COOP","031010"
"031455","CLARKSVILLE",-93.4500,35.4833,138,"COOP","031455"
"031814","DAISY",-93.7333,34.2500,181,"COOP","031814"
"031960","DERMOTT",-91.4333,33.5167,43,"COOP","031960"
"031982","DEVILS KNOB",-93.4000,35.7167,717,"COOP","031982"
"032442","FAYETTEVILLE",-94.1667,36.0833,418,"COOP","032442"
"032578","FORT SMITH W",-94.1500,35.6500,241,"COOP","032578"
"032670","FULTON",-93.8136,33.6128,79,"COOP","032670"
"032962","GREENBRIER",-92.3619,35.2353,101,"COOP","032962"
"033074","GURDON",-93.1333,33.9167,67,"COOP","033074"
"033132","HARDY",-91.5056,36.2747,201,"COOP","033132"
"033235","HECTOR 2 SSW",-93.0000,35.4333,195,"COOP","033235"
"033556","HUTTIG LOCK",-92.0833,33.0333,18,"COOP","033556"
"033998","LAKE CITY",-90.4500,35.8000,70,"COOP","033998"
"034250","LITTLE ROCK",-92.3167,34.7667,156,"COOP","034250"
"034386","LURTON 2 NE",-93.0667,35.8000,610,"COOP","034386"
"034654","MARKED TREE",-90.4167,35.5333,62,"COOP","034654"
"034934","MOROBAY LOCK",-92.4500,33.3167,27,"COOP","034934"
"035072","MULBERRY 6 N",-94.0167,35.5667,152,"COOP","035072"
"035158","NATHAN 4 WNW",-93.8667,34.1167,152,"COOP","035158"
"035174","NEWHOPE 3 E",-93.8333,34.2333,259,"COOP","035174"
"035376","OKAY",-93.9167,33.7667,91,"COOP","035376"
"035508","OZARK",-93.8167,35.4833,119,"COOP","035508"
"035562","PARAGOULD",-90.4914,36.0328,79,"COOP","035562"
"035586","PARKIN 2 W",-90.5833,35.2667,61,"COOP","035586"
"035694","PERRYVILLE",-92.8167,35.0000,101,"COOP","035694"
"035770","PINEY GROVE",-93.2050,34.1728,116,"COOP","035770"
"036174","RISON",-92.2019,33.9539,85,"COOP","036174"
"036248","ROGERS",-94.1000,36.3667,415,"COOP","036248"
"036352","RUSSELLVILLE",-93.1000,35.2833,122,"COOP","036352"
"036566","SHERIDAN TOW",-92.3500,34.4500,88,"COOP","036566"
"036586","SHIRLEY",-92.3167,35.6500,171,"COOP","036586"
"036624","SILOAM SPRIN",-94.5333,36.1667,347,"COOP","036624"
"036890","STORY",-93.5167,34.7000,198,"COOP","036890"
"037038","TAYLOR",-93.4647,33.0986,76,"COOP","037038"
"037262","TURNPIKE",-93.0833,35.6667,637,"COOP","037262"
"037772","WHITE ROCK",-93.9500,35.6833,698,"COOP","037772"
"037812","WHITE CLIFFS",-94.0667,33.8000,88,"COOP","037812"
"038084","YELLVILLE 2",-92.6667,36.2000,244,"COOP","038084"
"050242","AMY",-103.6500,38.8833,1598,"COOP","050242"
"050343","AROYA 6 NE",-103.0833,38.9167,1461,"COOP","050343"
"050895","BRANDON",-102.4361,38.4597,1196,"COOP","050895"
"050898","BRANSON",-103.8833,37.0167,1918,"COOP","050898"
"052312","DOHERTY RANC",-103.8833,37.3833,1565,"COOP","052312"
"052944","FLEMING",-102.8397,40.6844,1292,"COOP","052944"
"052997","FORDER 8 S",-103.6833,38.5500,1458,"COOP","052997"
"054460","KAUFFMAN 4 S",-103.9000,40.8500,1499,"COOP","054460"
"055015","LIMON 10 SSW",-103.7667,39.1500,1724,"COOP","055015"
"056192","OTIS 11 NE",-102.8333,40.2667,1274,"COOP","056192"
"057513","SEDGWICK",-102.5253,40.9383,1092,"COOP","057513"
"057862","SPRINGFIELD",-102.6167,37.4000,1344,"COOP","057862"
"057992","STONINGTON",-102.1864,37.2931,1159,"COOP","057992"
"058468","TROY 1 SE",-103.3000,37.1333,1709,"COOP","058468"
"058510","TWO BUTTES",-102.4000,37.5667,1260,"COOP","058510"
"058722","VONA",-102.7333,39.3000,1373,"COOP","058722"
"110445","BARRY",-91.0500,39.6833,217,"COOP","110445"
"111250","CANTON 1 ESE",-90.0211,40.5447,198,"COOP","111250"
"112614","EAST ST LOUI",-90.1833,38.5667,125,"COOP","112614"
"113572","GRAFTON",-90.4342,38.9708,155,"COOP","113572"
"113717","GRIGGSVILLE",-90.7086,39.7378,191,"COOP","113717"
"113850","HARDIN",-90.6167,39.1500,134,"COOP","113850"
"113930","HAVANA",-90.0500,40.3000,134,"COOP","113930"
"116670","PAYSON",-91.2447,39.8242,219,"COOP","116670"
"116861","PLEASANT HIL",-90.8667,39.4500,143,"COOP","116861"
"116973","PRAIRIE DURO",-90.0981,38.0814,120,"COOP","116973"
"117067","QUINCY",-91.4000,39.9500,183,"COOP","117067"
"117082","QUINCY MEMOR",-91.4147,39.9325,155,"COOP","117082"
"118976","WARSAW",-91.4333,40.3500,149,"COOP","118976"
"130088","AKRON",-96.5628,42.8369,341,"COOP","130088"
"130173","ALTA",-95.3000,42.6667,461,"COOP","130173"
"130205","AMES 3 SW",-93.6500,42.0000,305,"COOP","130205"
"130389","AUGUSTA",-91.2833,40.7500,167,"COOP","130389"
"131300","CEDAR FALLS",-92.4431,42.5378,233,"COOP","131300"
"131324","CEDAR RAPIDS",-91.6667,41.9667,229,"COOP","131324"
"131528","CLARENCE",-91.0667,41.8833,256,"COOP","131528"
"131640","CLINTON 2",-90.2167,41.8333,183,"COOP","131640"
"131848","CORYDON 8 W",-93.4833,40.7500,329,"COOP","131848"
"132007","CUMBERLAND",-94.8667,41.2667,406,"COOP","132007"
"132136","DELAWARE 3 W",-91.4167,42.4667,299,"COOP","132136"
"132208","DES MOINES S",-93.6056,41.5783,248,"COOP","132208"
"132541","EDDYVILLE",-92.6333,41.1500,198,"COOP","132541"
"133985","HUMBOLDT 3 W",-94.2689,42.7181,347,"COOP","133985"
"134052","INDEPENDENCE",-91.9014,42.5069,275,"COOP","134052"
"134087","INWOOD 2 SW",-96.4667,43.3000,445,"COOP","134087"
"134342","KENNEBEC",-95.9956,42.0728,332,"COOP","134342"
"134394","KEOSAUQUA 2",-91.9500,40.7167,192,"COOP","134394"
"134547","LAKE CITY",-94.7333,42.2667,378,"COOP","134547"
"134620","LANSING",-91.2161,43.3633,196,"COOP","134620"
"135418","MERRILL 4 WS",-96.3333,42.7000,421,"COOP","135418"
"135842","MUSCATINE 2",-91.0500,41.2300,168,"COOP","135842"
"136119","NORWICH EXPE",-95.2000,40.7500,345,"COOP","136119"
"136391","OTTUMWA",-92.4333,41.0167,198,"COOP","136391"
"136590","PETERSON",-95.3369,42.9183,375,"COOP","136590"
"137085","RIVERTON",-95.5667,40.6833,281,"COOP","137085"
"137703","SIOUX CITY 8",-96.4333,42.5833,427,"COOP","137703"
"138490","VAN METER",-93.9503,41.5339,268,"COOP","138490"
"138693","WASHTA",-95.7153,42.5750,354,"COOP","138693"
"139178","WOODWARD 7 N",-93.9167,41.9500,323,"COOP","139178"
"140069","AETNA 2 S",-98.9667,37.0667,479,"COOP","140069"
"140431","ATTICA 6 WNW",-98.3167,37.2667,439,"COOP","140431"
"140673","BELLAIRE 8 N",-98.7000,39.9167,604,"COOP","140673"
"140745","BENNINGTON 6",-97.5667,39.1167,409,"COOP","140745"
"140877","BLAINE 4 E",-96.3169,39.5025,469,"COOP","140877"
"141164","BURLINGTON",-95.7361,38.1944,300,"COOP","141164"
"141179","BURR OAK 1 N",-98.3036,39.8775,512,"COOP","141179"
"141425","CHALK",-96.2567,38.7675,451,"COOP","141425"
"141866","COUNCIL GROV",-96.5000,38.6667,400,"COOP","141866"
"142040","DEERFIELD 10",-101.2000,38.1167,946,"COOP","142040"
"142126","DEXTER",-96.7167,37.1833,348,"COOP","142126"
"142421","ELKADER",-100.8667,38.7833,831,"COOP","142421"
"142430","ELK CITY LAK",-95.7769,37.2775,259,"COOP","142430"
"142468","ELMDALE",-96.6500,38.3667,366,"COOP","142468"
"142541","EMPORIA 1 S",-96.1819,38.3858,328,"COOP","142541"
"142592","ESBON 7 N",-98.4269,39.9303,570,"COOP","142592"
"142602","ESKRIDGE",-96.1058,38.8592,431,"COOP","142602"
"142855","FOWLER 3 NNE",-100.1833,37.4167,756,"COOP","142855"
"143074","GIRARD",-94.8392,37.5081,300,"COOP","143074"
"143134","GOESSEL 2 NW",-97.3883,38.2656,457,"COOP","143134"
"143398","HANOVER 4 S",-96.8667,39.8333,372,"COOP","143398"
"143432","HARLAN",-98.7667,39.6000,485,"COOP","143432"
"143467","HARVEYVILLE",-95.9667,38.7833,360,"COOP","143467"
"143523","HAYS",-99.3169,38.8669,607,"COOP","143523"
"143620","HESSTON",-97.4350,38.1386,450,"COOP","143620"
"143646","HIGHLAND",-95.2667,39.8500,293,"COOP","143646"
"143842","HOYT",-95.7000,39.2500,347,"COOP","143842"
"143897","HUNTER",-98.3933,39.2333,495,"COOP","143897"
"143946","IMPERIAL",-100.6500,38.2833,857,"COOP","143946"
"143989","IOLA",-95.4000,37.9167,293,"COOP","143989"
"144073","JEROME 2 S",-100.5264,38.7203,782,"COOP","144073"
"144081","JETMORE",-99.9000,38.0833,702,"COOP","144081"
"144109","JOHNSON 11 E",-101.5667,37.5333,967,"COOP","144109"
"144138","JUNCTION CIT",-96.8333,39.0500,317,"COOP","144138"
"144912","LYNDON 3 ENE",-95.6322,38.6228,317,"COOP","144912"
"144920","LYONS 3 S",-98.1889,38.3056,503,"COOP","144920"
