AQC00914000         683P
USC00278858         108S
USC00278972         127P
USC00279091          86P
USC00279966          94P
USC00280690         119P
USC00280734         121S
USC00280907         145P
USC00280927         133S
USC00280990          91P
USC00281327         140S
USC00281335         143S
USC00281351         103C
USC00281582         149S
USC00282023         143C
USC00282805         124P
USC00283029         150S
USC00283181         117P
USC00283291         133P
USC00283516         149S
USC00283662         127P
USC00283704         150P
USC00283951         127C
USC00284229         128S
USC00284339         128P
USC00284635         144S
USC00284887         142S
USC00284931         132P
USC00284987         147P
USC00285003         144P
USC00285503         144P
USC00285728         128S
USC00286055         137S
USC00286146         119S
USC00286177         119P
USC00286460         137S
USC00286843         121P
USC00287079         140S
USC00287301         155S
USC00287393         138P
USC00287587         135S
USC00287936         114P
USC00288173         139P
USC00288194         133P
USC00288402         156P
USC00288644         114S
USC00288816         147S
USC00288899         120P
USC00289187         125S
USC00289363         130P
USC00289832         136S
USC00289910         117P
USC00290022          34P
USC00290041           6S
USC00290125          12P
USC00290199          16P
USC00290225          20P
USC00290231           8P
USC00290245           7P
USC00290268          15P
USC00290377          31S
USC00290417          15S
USC00290426          15P
USC00290525          39P
USC00290600          19S
USC00290640          14S
USC00290692           5S
USC00290858          35P
USC00290915           8S
USC00290983          16S
USC00290992          35S
USC00291000          28P
USC00291063           7S
USC00291138          11S
USC00291153          23P
USC00291180          23P
USC00291252          24S
USC00291286          16S
USC00291332          49P
USC00291389           8S
USC00291423          34P
USC00291440          22S
USC00291450          32P
USC00291469          28S
USC00291480          36S
USC00291515          15S
USC00291630           6S
USC00291647           5S
USC00291656          31P
USC00291664          26S
USC00291813          26S
USC00291840          30P
USC00291910          20S
USC00291918          26P
USC00291931          48P
USC00291939          39S
USC00291963          45S
USC00291982           9S
USC00292030          29S
USC00292095          24P
USC00292100          14S
USC00292207          35P
USC00292241           9P
USC00292250          10S
USC00292436          10S
USC00292453          28P
USC00292510          26C
USC00292608          12S
USC00292700          11S
USC00292785          10S
USC00292820          10S
USC00292837           8C
USC00292848          13S
USC00292854          44S
USC00292865          33S
USC00293031          12S
USC00293060          20S
USC00293142           3S
USC00293157          24S
USC00293180          10P
USC00293265          23S
USC00293294          31S
USC00293296          32S
USC00293340           2S
USC00293368          21P
USC00293488          37S
USC00293511           6S
USC00293530          21P
USC00293577          26S
USC00293586          29S
USC00293592          23S
USC00293649          26S
USC00293706          32S
USC00293775          10P
USC00293855          16P
USC00294009          21S
USC00294026          42P
USC00294030          35P
USC00294112          29P
USC00294175          32S
USC00294346          41S
USC00294369          21S
USC00294398           9S
USC00294426          16S
USC00294461          33S
USC00294719           9P
USC00294742          39S
USC00294862          31S
USC00294960          12S
USC00295079          13S
USC00295084          17S
USC00295150           9S
USC00295273          26S
USC00295290          10P
USC00295370          31P
USC00295490          27S
USC00295516          35P
USC00295560          27S
USC00295617          30C
USC00295754          34S
USC00295908          17P
USC00295937          31C
USC00295960          31S
USC00295965          24S
USC00296061          10S
USC00296115          28S
USC00296275          33S
USC00296281          35S
USC00296435          19P
USC00296465           9S
USC00296619          26S
USC00296659          37P
USC00296676          23S
USC00296687          24S
USC00296754          14P
USC00296804          29S
USC00296812          11P
USC00296911          14P
USC00297008          38S
USC00297094          21S
USC00297180           9P
USC00297226          41S
USC00297254          27S
USC00297279          25S
USC00297280          22S
USC00297323          12S
USC00297340          14S
USC00297386          19P
USC00297423          16S
USC00297638          36S
USC00297649          32P
USC00297867          43S
USC00298015          31P
USC00298085          13S
USC00298107          29S
USC00298284           4P
USC00298387          11S
USC00298501          28S
USC00298518          17S
USC00298524           7S
USC00298535          11S
USC00298596          25S
USC00298668           5S
USC00298713          40S
USC00298819          22P
USC00298830           9P
USC00298834           9P
USC00298845          14S
USC00299031           7S
USC00299085          18P
USC00299128          16P
USC00299156          34C
USC00299165          11S
USC00299193          22P
USC00299330          31S
USC00299496          29P
USC00299569          29P
USC00299686          15S
USC00299691          30S
USC00299720          19P
USC00299806          19S
USC00299820          26S
USC00299851          22S
USC00300023          59P
USC00300048          93P
USC00300055          51S
USC00300063         102S
USC00300085          51P
USC00300093          70S
USC00300183          56S
USC00300220          62P
USC00300254          83P
USC00300321          78P
USC00300331          52S
USC00300343          42C
USC00300379          69P
USC00300443          61S
USC00300448          61S
USC00300452          83P
USC00300500          53P
USC00300608         105P
USC00300613          53P
USC00300641          78P
USC00300668          76S
USC00300766          63P
USC00300785         122S
USC00300870          70P
USC00300889         136S
USC00300929          86P
USC00301095         105S
USC00301110          92P
USC00301152          52S
USC00301168          71S
USC00301265          59P
USC00301413          57S
USC00301424          72P
USC00301436          92P
USC00301492          77P
USC00301521         137S
USC00301580          56P
USC00301595          76P
USC00301623          68P
USC00301664          63P
USC00301708         112P
USC00301752          77S
USC00301761          92P
USC00301787          60P
USC00301799          57P
USC00301966          62S
USC00301974          49S
USC00302036          79P
USC00302060          78S
USC00302129         151S
USC00302554          79S
USC00302574          50S
USC00302582         128P
USC00302610          64S
USC00302829          84P
USC00303025          60S
USC00303033          77S
USC00303050          63S
USC00303065          72S
USC00303144         116S
USC00303184          48S
USC00303284         120S
USC00303319         106P
USC00303346          60S
USC00303360          94P
USC00303365         106P
USC00303444          68P
USC00303464         124P
USC00303773          48S
USC00303851         121S
USC00303955          55P
USC00303961         102P
USC00303970         111P
USC00303983          53S
USC00304025         107S
USC00304102          81S
USC00304174          58S
USC00304207          71P
USC00304555          64S
USC00304647          60S
USC00304731         134S
USC00304772          64S
USC00304808          66S
USC00304836          62C
USC00304844          63P
USC00304849          57P
USC00304912          66C
USC00304952          51P
USC00304996          63S
USC00305113          71P
USC00305248          86P
USC00305276         119P
USC00305310         114S
USC00305377         118S
USC00305426         146C
USC00305512          83S
USC00305597          53S
USC00305639          90P
USC00305679          62P
USC00305714          71S
USC00305751          81P
USC00305796         127P
USC00305840          42P
USC00305869          62P
USC00305925         100S
USC00306047          63S
USC00306062         104S
USC00306085          79S
USC00306138         104P
USC00306164          56P
USC00306184          82P
USC00306196          65C
USC00306314          58S
USC00306356          73S
USC00306441         135P
USC00306464          49P
USC00306538          64S
USC00306623         134S
USC00306659          43P
USC00306674         156P
USC00306745          49S
USC00306774         109P
USC00306839          74P
USC00307035         135P
USC00307134         127S
USC00307195          69P
USC00307210         127S
USC00307274         122S
USC00307329          51S
USC00307400          71P
USC00307484         103S
USC00307633         132P
USC00307705          66S
USC00307713         107P
USC00307721         142P
USC00307750          61P
USC00307772          69P
USC00307780          61P
USC00307799         172S
USC00307842          54S
USC00308160          72P
USC00308248          75P
USC00308304         127P
USC00308322         139P
USC00308578         115P
USC00308594          47P
USC00308600          87S
USC00308625          61P
USC00308627          83P
USC00308631          73S
USC00308670          79P
USC00308746          88P
USC00308839          44P
USC00308906         105S
USC00308910          56P
USC00308936          77P
USC00308944          64S
USC00308946         109S
USC00308962          66S
USC00309000          65S
USC00309047          63P
USC00309072          67S
USC00309076          51P
USC00309189          76P
USC00309292         134S
USC00309303         101S
USC00309389         103S
USC00309425          61S
USC00309437          59P
USC00309507          54P
USC00309516         107S
USC00309533          49P
USC00309670         146S
USC00310090         149S
USC00310184         209P
USC00310241         126S
USC00310286         119S
USC00310375         137S
USC00310506         110P
USC00310576         158P
USC00310674         134S
USC00310724         131P
USC00310843         125S
USC00310901         191P
USC00310982         136S
USC00311055         211P
USC00311081         144S
USC00311239         131S
USC00311285         137S
USC00311420          88P
USC00311437          84P
USC00311441          97P
USC00311515         147S
USC00311538         141S
USC00311564         120P
USC00311579         132S
USC00311606         161C
USC00311624         155S
USC00311677         126S
USC00311820         131P
USC00311881         130S
USC00311975         129C
USC00311990         129S
USC00312102         213S
USC00312200         135S
USC00312238         136S
USC00312500         133S
USC00312515         147S
USC00312631         115P
USC00312635         131S
USC00312719         140S
USC00312740         124C
USC00312827         118S
USC00312837          97P
USC00313017         123S
USC00313106         142C
USC00313150         154P
USC00313168         127S
USC00313228         155P
USC00313356         126S
USC00313555         127C
USC00313565         147S
USC00313638         133S
USC00313784         134S
USC00313969         121S
USC00313976         169S
USC00314055         270S
USC00314063         124S
USC00314144         166S
USC00314260          76P
USC00314385         154P
USC00314456         130S
USC00314464         135S
USC00314684         134S
USC00314689         140S
USC00314764         159P
USC00314788         273S
USC00314860         124S
USC00314938         132S
USC00314962         120S
USC00314970         123S
USC00314996         136C
USC00315116         159S
USC00315123         136S
USC00315177         128P
USC00315340         157P
USC00315356          71S
USC00315743         117S
USC00315771         137S
USC00315830         166S
USC00315838         137C
USC00315890         123C
USC00315913         111S
USC00315923         214C
USC00315996         142S
USC00316001         162S
USC00316091         129P
USC00316236         114S
USC00316256         134S
USC00316341         146S
USC00316349         142P
USC00316507         124P
USC00316510         127P
USC00316602         138C
USC00316805         188S
USC00316853         145C
USC00317056         126P
USC00317074         133S
USC00317079         132S
USC00317097         122S
USC00317165         150S
USC00317202         129C
USC00317229         126S
USC00317319         127S
USC00317395         120S
USC00317400         129S
USC00317486         238S
USC00317499         124P
USC00317516         132P
USC00317615         121S
USC00317618         113S
USC00317656         141S
USC00317725         118P
USC00317845         151S
USC00317924         128S
USC00317994         129C
USC00318113         178S
USC00318292         121C
USC00318448         126P
USC00318492         143S
USC00318500         115S
USC00318694         144C
USC00318706         144C
USC00318744         194C
USC00318778         134C
USC00318964         125C
USC00319100         144S
USC00319123         116C
USC00319147         113C
USC00319354         152P
USC00319357         136S
USC00319406         145P
USC00319423         152S
USC00319427         133P
USC00319440         131S
USC00319467         169S
USC00319476         129S
USC00319555         142C
USC00319675         116C
USC00319704         123P
USC00319923         142P
USC00320005          33P
USC00320022          37S
USC00320096          18P
USC00320127          28P
USC00320189          21S
USC00320209          17P
USC00320382          37C
USC00320590          28P
USC00320729          20P
USC00320766          28P
USC00320827          34P
USC00320941          27S
USC00320961          25P
USC00320995          18S
USC00321225          40S
USC00321360          31P
USC00321362          44S
USC00321370          31P
USC00321408          45P
USC00321435          36S
USC00321477          45S
USC00321686          33S
USC00321699          26P
USC00321766          42S
USC00321816          37S
USC00321871          17S
USC00322188          24S
USC00322193          29S
USC00322304          27S
USC00322365          32P
USC00322482          40P
USC00322525          32S
USC00322588          33S
USC00322605          49P
USC00322809          19P
USC00322949          30P
USC00323004          33P
USC00323064          40S
USC00323117          47S
USC00323207          30P
USC00323287          44C
USC00323309          35P
USC00323376          28S
USC00323594          42P
USC00323621          40S
USC00323686          35P
USC00323705          24P
USC00323826          32S
USC00323963          30S
USC00324013          32P
USC00324083          35P
USC00324091          26P
USC00324102          32P
USC00324178          28P
USC00324203          42P
USC00324418          38S
USC00324571          21C
USC00324646          24P
USC00324879          33S
USC00324937          46P
USC00324958          35S
USC00325078          35P
USC00325186          44P
USC00325210          25P
USC00325220          40P
USC00325230          42S
USC00325434          28P
USC00325479          31S
USC00325575          23P
USC00325638          33S
USC00325660          52P
USC00325710          26S
USC00325730          39S
USC00325754          48S
USC00325764          44P
USC00325798          37S
USC00325813          24S
USC00325848          39P
USC00325993          23S
USC00326015          29S
USC00326025          24P
USC00326105          34S
USC00326155          24P
USC00326255          31S
USC00326315          27S
USC00326365          26C
USC00326857          36P
USC00327027          36S
USC00327047          30P
USC00327281          23P
USC00327311          29C
USC00327450          27S
USC00327452          25P
USC00327530          29S
USC00327664          32S
USC00327704          35P
USC00327986          35P
USC00328047          27P
USC00328065          34C
USC00328276          19S
USC00328366          34S
USC00328415          32P
USC00328608          34S
USC00328627          24C
USC00328737          19S
USC00328792          28S
USC00328812          19C
USC00328840          26S
USC00328850          27P
USC00328872          24S
USC00328913          32S
USC00328937          34S
USC00328990          40S
USC00329035          41P
USC00329100          42P
USC00329155          37P
USC00329195          28S
USC00329233          21P
USC00329246          23S
USC00329333          26S
USC00329400          18S
USC00329430          20S
USC00329445          31S
USC00329455          34S
USC00329575          32P
USC00329650          27S
USC00330061          81P
USC00330256          81P
USC00330264          81P
USC00330279          75S
USC00330430          89P
USC00330563          85S
USC00330573          88S
USC00331057          87S
USC00331072          78S
USC00331152          74S
USC00331197          81S
USC00331245          59P
USC00331288          94P
USC00331390          79S
USC00331404          86S
USC00331458          90S
USC00331515         112S
USC00331536          97S
USC00331541          72S
USC00331550         122S
USC00331592          80S
USC00331777          82S
USC00331783          93S
USC00331858          82S
USC00331890          88S
USC00331905          74S
USC00332044          83C
USC00332067          89S
USC00332098          76S
USC00332119          79P
USC00332160          71P
USC00332251          77S
USC00332485          91S
USC00332599          73C
USC00332626          93P
USC00332651         108P
USC00332727         103P
USC00332791          73C
USC00332847          64P
USC00332928          81S
USC00332974          71C
USC00332976          68P
USC00333021          84S
USC00333029          76S
USC00333375          89S
USC00333393          82P
USC00333500          84S
USC00333722          73P
USC00333758          98S
USC00333780          70S
USC00333838          79P
USC00333874          66S
USC00333915          72S
USC00334004          86P
USC00334189          70S
USC00334238         106S
USC00334260          88P
USC00334319          67P
USC00334434          87S
USC00334551          84S
USC00334681          83P
USC00334728          73P
USC00334874          80S
USC00334924          86S
USC00334927          88S
USC00334942          86S
USC00334967          71P
USC00334979          76S
USC00335029          95S
USC00335041          88S
USC00335220          82S
USC00335268         109P
USC00335297          82P
USC00335315          66S
USC00335356          61P
USC00335438          78C
USC00335505          68S
USC00335535          67P
USC00335669          71S
USC00335718          85S
USC00335747          87S
USC00335786          90S
USC00335794          69P
USC00335857          82S
USC00335894          78P
USC00335939          93P
USC00336118          72C
USC00336196          64S
USC00336342          76P
USC00336389          74S
USC00336405          71S
USC00336465          67S
USC00336600          77S
USC00336630          87S
USC00336645          89P
USC00336697          84S
USC00336781          85S
USC00336861          72C
USC00336882          56P
USC00336949          76S
USC00337120         101P
USC00337255          81S
USC00337303          69P
USC00337383          85S
USC00337400          81P
USC00337410          77P
USC00337538          84S
USC00337693          88S
USC00337857         111P
USC00337935          87S
USC00338025          74S
USC00338110          60P
USC00338313          72S
USC00338332          87S
USC00338534          83S
USC00338552          97S
USC00338560          76P
USC00338565          85P
USC00338609          87S
USC00338642          77S
USC00338769          70C
USC00338794          83P
USC00338810          98P
USC00338822          68C
USC00338830          95S
USC00338951          76C
USC00338990          86S
USC00339050         102P
USC00339219          94S
USC00339312          76C
USC00339361          95S
USC00340017         129S
USC00340179          78S
USC00340184          85S
USC00340193          98P
USC00340200          86P
USC00340224          91S
USC00340256         148P
USC00340260         114P
USC00340288         103P
USC00340292         122S
USC00340332          72P
USC00340364         147P
USC00340535         138P
USC00340567         191P
USC00340593          51S
USC00340755         110S
USC00340782         138P
USC00340818         110S
USC00340830         116S
USC00340908          40S
USC00340980         155P
USC00341144         129S
USC00341162         175S
USC00341168         179P
USC00341243          69S
USC00341256         118S
USC00341499         175P
USC00341504          95P
USC00341544         173P
USC00341620          80P
USC00341648         135P
USC00341684         124S
USC00341706          91S
USC00341711         138P
USC00341717         139P
USC00341724         109S
USC00341745         131S
USC00341750         116S
USC00341828         137S
USC00341858         160P
USC00341909          88P
USC00342039          98P
USC00342054         119S
USC00342125          92S
USC00342196         129S
USC00342242         101P
USC00342318         129S
USC00342354         169C
USC00342485         137S
USC00342660         114S
USC00342668         104S
USC00342678         146P
USC00342788         109P
USC00342818         110P
USC00342849          83S
USC00342872         111P
USC00342912         102S
USC00342944          73S
USC00342993         164P
USC00343065         163S
USC00343070          60S
USC00343083         154P
USC00343250         109P
USC00343304          70S
USC00343353          96S
USC00343358          74S
USC00343489          58S
USC00343497          96S
USC00343628          39S
USC00343740          93S
USC00343821         117S
USC00343871          78P
USC00343884         157P
USC00343909         121P
USC00343956         140P
USC00343998          80P
USC00344001         119S
USC00344008         172P
USC00344017         183P
USC00344019          96C
USC00344052         117P
USC00344055         103S
USC00344235         138P
USC00344249          70S
USC00344258         129P
USC00344298          37S
USC00344384         167P
USC00344451         175P
USC00344489         124P
USC00344567         151P
USC00344573          92P
USC00344672         153P
USC00344766          36P
USC00344861         113C
USC00344865         130P
USC00344915         138C
USC00344975         153P
USC00345013         109P
USC00345045          55S
USC00345063         100S
USC00345090          79S
USC00345108         147S
USC00345118         131P
USC00345216         111P
USC00345247         112P
USC00345329          98S
USC00345437         168P
USC00345468         140S
USC00345509          81S
USC00345522         125S
USC00345540         125P
USC00345563         122S
USC00345581         119C
USC00345693         158S
USC00345713         148S
USC00345768          92P
USC00345779         121P
USC00345855         134P
USC00346035          81S
USC00346130         135P
USC00346139          66S
USC00346278         118S
USC00346386         123P
USC00346485         141P
USC00346629          93S
USC00346638         137S
USC00346670         144P
USC00346678         130P
USC00346751          78S
USC00346926         120S
USC00346935         145S
USC00346940         119S
USC00347003         123S
USC00347012         114S
USC00347068         100P
USC00347214         141S
USC00347254         162P
USC00347264         128C
USC00347309         140P
USC00347327         141P
USC00347372         155P
USC00347390         121S
USC00347394         128P
USC00347403          92P
USC00347505         115S
USC00347534          29P
USC00347565          77S
USC00347579          69P
USC00347727          86S
USC00347862         161S
USC00347952          74C
USC00348016          81P
USC00348042         138S
USC00348110         123C
USC00348258         135P
USC00348299          91S
USC00348380         141S
USC00348416         141S
USC00348479         126P
USC00348501         111S
USC00348506         164P
USC00348563         121S
USC00348652          68P
USC00348677         157P
USC00348708          79S
USC00348815          97P
USC00348884         143S
USC00349017          50P
USC00349023         162S
USC00349032         118P
USC00349086         104S
USC00349118         168S
USC00349172          81S
USC00349203         126P
USC00349212          71S
USC00349247         144P
USC00349278         104S
USC00349298         128P
USC00349364          89S
USC00349395         106S
USC00349404          85S
USC00349422          92S
USC00349445         154P
USC00349479         141P
USC00349575         146S
USC00349629         113S
USC00349634         178P
USC00349668          84S
USC00349760          67S
USC00350036           5P
USC00350118           3P
USC00350145         286S
USC00350197           7S
USC00350217          39P
USC00350265       -7777S
USC00350304          16S
USC00350312           6S
USC00350356           6P
USC00350471         140S
USC00350501           2S
USC00350595          58P
USC00350652         203S
USC00350694           8S
USC00350699           4P
USC00350858       -7777S
USC00350897         207S
USC00351055         252P
USC00351067           3S
USC00351124           5P
USC00351149          38S
USC00351433         124S
USC00351448         206S
USC00351546          34P
USC00351574          18P
USC00351643          94S
USC00351682         212S
USC00351765           6S
USC00351836         119S
USC00351862          66S
USC00351877         188S
USC00351897          74S
USC00351902          84P
USC00351926          18P
USC00351946         166S
USC00352010          91S
USC00352112          82P
USC00352292         268S
USC00352325          65C
USC00352374          71S
USC00352406          93S
USC00352415           1S
USC00352440           6S
USC00352493         109S
USC00352597          14P
USC00352633         110S
USC00352675           8P
USC00352678          11P
USC00352693         105S
USC00352775         189P
USC00352805         184P
USC00352974          97P
USC00352997          77S
USC00353038          11S
USC00353047          90S
USC00353193         168P
USC00353250          23P
USC00353356         245P
USC00353402         247C
USC00353445          54S
USC00353509          30S
USC00353542           8S
USC00353604          16S
USC00353705         211S
USC00353770         185S
USC00353827           4S
USC00353847           2P
USC00353908          53P
USC00353971          80S
USC00353995         195P
USC00354003          47S
USC00354060          46S
USC00354098           5P
USC00354126         144S
USC00354133         334P
USC00354161           2P
USC00354291           2S
USC00354329          10P
USC00354403          19S
USC00354411           3P
USC00354506           8P
USC00354606         108S
USC00354622          11S
USC00354633          26P
USC00354670           8S
USC00354721         198S
USC00354776         393S
USC00354811         146S
USC00354835         170S
USC00354939         110P
USC00355020           5S
USC00355026          60S
USC00355050          64C
USC00355055          52S
USC00355080           3S
USC00355139           2P
USC00355142           6S
USC00355160           1S
USC00355162           2P
USC00355174           7P
USC00355221         199S
USC00355258          10P
USC00355335           4S
USC00355384          79S
USC00355515           4P
USC00355545           6P
USC00355593          11S
USC00355638           5P
USC00355641          12P
USC00355734           5S
USC00355891          54P
USC00355971         381S
USC00356151          61P
USC00356179       -7777S
USC00356200          61S
USC00356213          64S
USC00356302           4P
USC00356334          71S
USC00356366         267S
USC00356405           2S
USC00356426           6P
USC00356466          56S
USC00356532           2S
USC00356540           6S
USC00356634           6S
USC00356749          61S
USC00356750          57P
USC00356784         210S
USC00356795         429S
USC00356820         174S
USC00356883           6P
USC00356907          72S
USC00357112         105P
USC00357127          64S
USC00357169          43S
USC00357208           1P
USC00357250          12S
USC00357277           3S
USC00357310           2S
USC00357331          46S
USC00357391          35S
USC00357631         223P
USC00357641         185S
USC00357675           2S
USC00357817           7S
USC00357823          68S
USC00357940          48S
USC00358095          90S
USC00358173           9S
USC00358182         138P
USC00358260          55S
USC00358407           9P
USC00358420           5P
USC00358466         164S
USC00358481         257P
USC00358494         230S
USC00358536          88S
USC00358746           4S
USC00358788          71P
USC00358797       -7777S
USC00358884          76S
USC00358997           7S
USC00359068           6S
USC00359083          75S
USC00359176           2P
USC00359316          16S
USC00359372          93S
USC00359390          70S
USC00359461          53S
USC00360022          74S
USC00360140          90S
USC00360457         102S
USC00360475          60S
USC00360482         117P
USC00360488         142S
USC00360656         112S
USC00360785         122P
USC00360861          66C
USC00360867          74S
USC00360868          86S
USC00361004          84P
USC00361073          69P
USC00361080         157P
USC00361087          76P
USC00361139          74S
USC00361212          77S
USC00361350         109C
USC00361354         101S
USC00361377          66S
USC00361480          79S
USC00361485          91S
USC00361505         128S
USC00361519          77P
USC00361534          87P
USC00361591         147P
USC00361705          77C
USC00361726          78S
USC00361737         140S
USC00361790          92P
USC00361815          75P
USC00361838          72P
USC00361881          91P
USC00362013          91S
USC00362071         124P
USC00362108          96S
USC00362183         100S
USC00362190          63C
USC00362298          74P
USC00362470          90S
USC00362537         111S
USC00362574          55P
USC00362629          78S
USC00362671          96S
USC00362721          74P
USC00362942          80S
USC00363028          86S
USC00363130          79C
USC00363295          86P
USC00363311          84S
USC00363321         137S
USC00363343          62S
USC00363437         128S
USC00363451          73P
USC00363488         121P
USC00363503          74P
USC00363526          73P
USC00363632         120S
USC00363665         113P
USC00363758          98S
USC00364008          97P
USC00364019          86P
USC00364047         119S
USC00364076         125P
USC00364190          65P
USC00364214          89S
USC00364325          74S
USC00364432          80C
USC00364763         104S
USC00364778         104S
USC00364815         129P
USC00364836         102P
USC00364839         107P
USC00364853         106P
USC00364896         106S
USC00364934         136S
USC00364972          80P
USC00364976         104P
USC00364983          82P
USC00364992          85S
USC00365050          68S
USC00365109          84S
USC00365160         144P
USC00365212          74S
USC00365344         122P
USC00365381          75P
USC00365390         108S
USC00365408          85P
USC00365470         110P
USC00365573          74P
USC00365606          74P
USC00365651          80S
USC00365686          64S
USC00365790          88S
USC00365902          62C
USC00365915          92S
USC00366042          78S
USC00366151          68S
USC00366194         130S
USC00366233          70S
USC00366238         114P
USC00366289         124S
USC00366297          79P
USC00366310          67S
USC00366370         137P
USC00366508         122S
USC00366649          83P
USC00366681         124C
USC00366762          97P
USC00366886         140P
USC00366921          80P
USC00366927         115P
USC00366955         121S
USC00367029         111S
USC00367073          79P
USC00367103          69S
USC00367167          70S
USC00367229          87S
USC00367312          73S
USC00367322         115S
USC00367338          83P
USC00367409          69S
USC00367477          79C
USC00367578         131P
USC00367727          79P
USC00367728          80P
USC00367730          71S
USC00367732         114P
USC00367735          84S
USC00367782          73C
USC00367846          76S
USC00367863          71P
USC00367931          97C
USC00368011          85P
USC00368057         106S
USC00368073          96C
USC00368145          79S
USC00368184          76S
USC00368244          74P
USC00368308         113S
USC00368361          80P
USC00368379         104C
USC00368388         143P
USC00368400         150P
USC00368449          81S
USC00368469          72S
USC00368596         135S
USC00368668         103P
USC00368692          81S
USC00368758         142C
USC00368763         137P
USC00368776         151P
USC00368868          60S
USC00368873          84S
USC00368888          79S
USC00368905          70S
USC00368959          66P
USC00369022          86P
USC00369042          70P
USC00369050          74S
USC00369140          74P
USC00369298          79C
USC00369318          69S
USC00369367          73S
USC00369408          67P
USC00369464         141P
USC00369510          76P
USC00369702          88P
USC00369714          76P
USC00369735         103P
USC00369823          79S
USC00369933         105S
USC00369950          99S
USC00369995         133P
USC00374266         149S
USC00375215         132P
USC00375270         150C
USC00377581         150P
USC00379423         141S
USC00380074         153S
USC00380126         133S
USC00380165         153S
USC00380204         129P
USC00380448         132S
USC00380506         146S
USC00380559         137P
USC00380736         123S
USC00380764         130P
USC00380972         136P
USC00381093         165S
USC00381241         157P
USC00381256         233S
USC00381277         127S
USC00381310         117P
USC00381462         122C
USC00381479         126P
USC00381530         128S
USC00381588         128S
USC00381625         151P
USC00381633         136S
USC00381726         128S
USC00381770         154S
USC00381804         179S
USC00381944         138S
USC00381997         156S
USC00382260         138S
USC00382386         126S
USC00382712         135S
USC00382730         140P
USC00382757         136S
USC00383111         129S
USC00383216         135S
USC00383356         133C
USC00383433         133C
USC00383468         190P
USC00383525         162S
USC00383700         116S
USC00383754         124P
USC00383906         140P
USC00383990         138P
USC00384169         160P
USC00384581         267P
USC00384607         136S
USC00384690         130P
USC00384753         154P
USC00384886         151S
USC00385017         130C
USC00385200         135C
USC00385232         122S
USC00385306         157P
USC00385493         139S
USC00385509         137P
USC00385628         159P
USC00385633         110S
USC00385946         151P
USC00386209         141P
USC00386293         126S
USC00386527         135S
USC00386616         134S
USC00386688         135P
USC00386775         148S
USC00386831         163S
USC00386893         141P
USC00387281         156P
USC00387589         202P
USC00387631         140C
USC00387666         125S
USC00387722         125C
USC00387885         147P
USC00388188         143S
USC00388405         131S
USC00388426         162P
USC00388440         138S
USC00388706         173P
USC00388786         135S
USC00388887         175S
USC00388922         142P
USC00388951         137P
USC00388979          97S
USC00389039         129P
USC00389122         148S
USC00389327         130S
USC00389350         116C
USC00389469         158S
USC00390043          55S
USC00390128          58S
USC00390236          29S
USC00390281          56S
USC00390296          63P
USC00390350          41P
USC00390559          27P
USC00390565          21S
USC00390662          55S
USC00390701          31S
USC00390760          38P
USC00391049          48C
USC00391076          53C
USC00391102          55S
USC00391124          33P
USC00391294          23S
USC00391392          58P
USC00391519          55S
USC00391539          36S
USC00391579          59C
USC00391621          53S
USC00391634          65P
USC00391739          44S
USC00391777          55S
USC00391851          65S
USC00391873          44S
USC00391917          51P
USC00391972          26S
USC00392087          28P
USC00392207          50P
USC00392231          27P
USC00392302          61S
USC00392429          28S
USC00392446          35S
USC00392468          36S
USC00392557          18S
USC00392647          29S
USC00392797          41S
USC00392852          33S
USC00392927          42S
USC00392984          62S
USC00393029          47S
USC00393069          36C
USC00393076          31S
USC00393217          48S
USC00393294          37S
USC00393452          70S
USC00393560          22S
USC00393574          34P
USC00393608          30P
USC00393775          24S
USC00393838          33S
USC00393868          33C
USC00394007          29C
USC00394037          59P
USC00394184          30S
USC00394206          41S
USC00394254          50S
USC00394343          43P
USC00394516          39S
USC00394596          33C
USC00394766          40P
USC00394834          47S
USC00394864          31S
USC00394891          33P
USC00394960          41P
USC00394983          37S
USC00395048          26S
USC00395058          57P
USC00395090          59S
USC00395228          61S
USC00395281          36P
USC00395285          37P
USC00395325          31S
USC00395381          30S
USC00395406          36P
USC00395456          44S
USC00395481          53C
USC00395536          51P
USC00395544          42S
USC00395561          33P
USC00395620          37S
USC00395638          37S
USC00395671          57P
USC00395691          25S
USC00395733          72P
USC00395870          34S
USC00395891          35S
USC00396054          26S
USC00396170          24P
USC00396212          25S
USC00396282          35S
USC00396292          35S
USC00396304          24C
USC00396335          41S
USC00396427          29S
USC00396574          57S
USC00396636          28P
USC00396669          50S
USC00396712          29S
USC00396736          31S
USC00396907          26P
USC00396947          28S
USC00396948          33P
USC00397007          48S
USC00397052          49S
USC00397062          27S
USC00397073          32S
USC00397277          39P
USC00397418          35P
USC00397545          31S
USC00397742          52S
USC00397882          41P
USC00397992          40S
USC00398116          52S
USC00398307          31C
USC00398472          60C
USC00398622          66S
USC00398652          51S
USC00398767          58C
USC00398911          30P
USC00398980          38S
USC00399004          51S
USC00399042          55P
USC00399064          57S
USC00399070          57C
USC00399077          52P
USC00399337          50S
USC00399347          33P
USC00399367          50S
USC00399442          44P
USC00399537          24P
USC00400081         147S
USC00400137         177S
USC00400284         154S
USC00400669         148S
USC00400705         152P
USC00400876         162C
USC00401145         158S
USC00401480         159S
USC00401587         161P
